from_cinema,to_cinema,from_nearest_station,to_nearest_station,walk_from_cinema_to_station_min,metro_in_vehicle_min_est,walk_station_to_cinema_min,total_metro_transfer_min_est,note
CGV影城（青浦天空万科广场IMAX店）,上海美琪大戏院,East Xujing,West Nanjing Road,36.5,36.9,10.1,83.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,上海艺海剧院,East Xujing,West Nanjing Road,36.5,36.9,17.6,91.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,世纪友谊影城（LUXE南方商城店）,East Xujing,Lianhua Road,36.5,48.2,8.9,93.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,临港演艺中心,East Xujing,Dishui Lake,36.5,165.7,13.6,215.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,久事·上海商城剧院,East Xujing,Jing'an Temple,36.5,33.6,8.0,78.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,九棵树未来艺术中心,East Xujing, Jingping Road,36.5,80.1,166.7,283.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,佰映三克映画,East Xujing,Changping Road,36.5,36.5,15.1,88.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,兰心大戏院,East Xujing,South Shaanxi Road,36.5,37.6,10.7,84.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,博悦汇影城(BFC外滩金融中心店),East Xujing,Lujiazui,36.5,46.5,19.6,102.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,和平影都,East Xujing,People's Square,36.5,40.2,6.6,83.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,嘉定影剧院,East Xujing,North Jiading,36.5,89.2,28.9,154.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,国泰电影院,East Xujing,South Shaanxi Road,36.5,37.6,7.2,81.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,天山电影院-宛平剧院影城,East Xujing,Shanghai Stadium,36.5,42.1,15.1,93.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,天山电影院-虹桥艺术中心旗舰店,East Xujing,Loushanguan Road,36.5,23.8,5.4,65.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,寰映影城（大融城店）,East Xujing,Xingzhi Road,36.5,47.0,14.0,97.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,星轶STARX影剧院（上海宝山日月光店）,East Xujing,Changzhong Road,36.5,52.6,12.2,101.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,曹杨影城,East Xujing,Fengqiao Road,36.5,35.0,12.9,84.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,朵云轩杜比全景声影城,East Xujing,Longcao Road,36.5,36.7,12.1,85.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,沪东工人文化宫东宫影剧院,East Xujing,Ningguo Road,36.5,58.3,23.0,117.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CGV影城（青浦天空万科广场IMAX店）,黄浦剧场,East Xujing,Qufu Road,36.5,43.0,13.0,92.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,CGV影城（松江印象城杜比ULTRA 4DX店）,Longhua Middle Road,Songjiang University Town,16.5,65.5,22.3,104.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,CGV影城（白玉兰广场IMAX店）,Longhua Middle Road,Tilanqiao,16.5,25.6,6.2,48.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,CGV影城（青浦天空万科广场IMAX店）,Longhua Middle Road,East Xujing,16.5,41.4,36.5,94.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,MOViE MOViE影城（前滩太古里店）,Longhua Middle Road,Oriental Sports Center,16.5,12.0,5.9,34.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,SFC上影影城（丁香路LUXE店）,Longhua Middle Road,Middle Yanggao Road,16.5,26.6,10.1,53.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,SFC上影影城（国华广场店）,Longhua Middle Road,Jiangwan Stadium,16.5,38.7,12.6,67.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,SFC上影影城（港汇永华IMAX激光店）,Longhua Middle Road,Xujiahui,16.5,7.7,8.7,32.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,SFC上影百联影城（八佰伴IMAX店）,Longhua Middle Road,Shangcheng Road,16.5,19.6,8.1,44.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,SFC动漫主题影院（美罗城店）,Longhua Middle Road,Xujiahui,16.5,7.7,7.1,31.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,SFC永华电影荟（世纪汇店）,Longhua Middle Road,Pudian Road,16.5,21.3,11.3,49.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,UME影城（上海新天地店）,Longhua Middle Road,South Huangpi Road,16.5,12.2,9.3,38.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,万达影城（五角场万达广场激光IMAX店）,Longhua Middle Road,Jiangwan Stadium,16.5,38.7,8.2,63.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,万达影城（崇明万达广场店）,Longhua Middle Road,North Jiangyang Road,16.5,69.6,333.7,419.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,万达影城（金山万达广场店）,Longhua Middle Road,Minhang Development Zone,16.5,60.5,390.8,467.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海大光明电影院,Longhua Middle Road,People's Square,16.5,15.0,9.9,41.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海市沪北电影院,Longhua Middle Road,North Xizang Road,16.5,23.3,13.9,53.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海影城SHO,Longhua Middle Road,Jiaotong University,16.5,10.5,8.3,35.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海百丽宫影城（万象城店）,Longhua Middle Road,Longbai Xincun,16.5,28.3,15.7,60.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海百丽宫影城（环贸iapm店）,Longhua Middle Road,South Shaanxi Road,16.5,9.0,8.2,33.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海百丽宫影城（长宁来福士店）,Longhua Middle Road,Zhongshan Park,16.5,17.4,9.2,43.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海百丽宫影城（陆家嘴中心店）,Longhua Middle Road,Shangcheng Road,16.5,19.6,6.4,42.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海百美汇影城（静安嘉里中心店）,Longhua Middle Road,Jing'an Temple,16.5,11.0,10.1,37.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海科技影城,Longhua Middle Road,South Shaanxi Road,16.5,9.0,13.6,39.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海美琪大戏院,Longhua Middle Road,West Nanjing Road,16.5,12.2,10.1,38.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,上海艺海剧院,Longhua Middle Road,West Nanjing Road,16.5,12.2,17.6,46.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,世纪友谊影城（LUXE南方商城店）,Longhua Middle Road,Lianhua Road,16.5,19.2,8.9,44.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,临港演艺中心,Longhua Middle Road,Dishui Lake,16.5,130.1,13.6,160.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,久事·上海商城剧院,Longhua Middle Road,Jing'an Temple,16.5,11.0,8.0,35.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,九棵树未来艺术中心,Longhua Middle Road, Jingping Road,16.5,51.2,166.7,234.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,佰映三克映画,Longhua Middle Road,Changping Road,16.5,13.9,15.1,45.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,兰心大戏院,Longhua Middle Road,South Shaanxi Road,16.5,9.0,10.7,36.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,博悦汇影城(BFC外滩金融中心店),Longhua Middle Road,Lujiazui,16.5,21.3,19.6,57.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,和平影都,Longhua Middle Road,People's Square,16.5,15.0,6.6,38.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,嘉定影剧院,Longhua Middle Road,North Jiading,16.5,76.4,28.9,121.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,国泰电影院,Longhua Middle Road,South Shaanxi Road,16.5,9.0,7.2,32.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,天山电影院-宛平剧院影城,Longhua Middle Road,Shanghai Stadium,16.5,4.9,15.1,36.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,天山电影院-虹桥艺术中心旗舰店,Longhua Middle Road,Loushanguan Road,16.5,20.7,5.4,42.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,寰映影城（大融城店）,Longhua Middle Road,Xingzhi Road,16.5,29.5,14.0,60.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,星轶STARX影剧院（上海宝山日月光店）,Longhua Middle Road,Changzhong Road,16.5,35.1,12.2,63.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
CMG融媒影城,曹杨影城,Longhua Middle Road,Fengqiao Road,16.5,22.1,12.9,51.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
